id_referencia_some,id_element,client,element,property,pieza,datum
JOYSON_3127672_AB_A, N39_Ø,JOYSON, N39,Ø,A,nan
JOYSON_PTCOVER_3141954_AA_1239573ACAV1," N71.4_Posición(UZ)[-0,10]",JOYSON, N71.4,"Posición(UZ)[-0,10]",1239573ACAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N59.2_Posición,JOYSON, N59.2,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1243053CAV1," N71.4_Posición(UZ)[-0,10]",JOYSON, N71.4,"Posición(UZ)[-0,10]",1243053CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N59.4_Posición,JOYSON, N59.4,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N62.1_Posición,JOYSON, N62.1,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N62.2_Posición,JOYSON, N62.2,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N62.3_Posición,JOYSON, N62.3,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.1_Posición,JOYSON, N64.1,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.2_Posición,JOYSON, N64.2,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.3_Posición,JOYSON, N64.3,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.4_Posición,JOYSON, N64.4,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.5_Posición,JOYSON, N64.5,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.6_Posición,JOYSON, N64.6,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.7_Posición,JOYSON, N64.7,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.8_Posición,JOYSON, N64.8,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.9_Posición,JOYSON, N64.9,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.10_Posición,JOYSON, N64.10,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.12_Posición,JOYSON, N64.12,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.13_Posición,JOYSON, N64.13,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.14_Posición,JOYSON, N64.14,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N65.1_Posición,JOYSON, N65.1,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N65.2_Posición,JOYSON, N65.2,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N65.3_Posición,JOYSON, N65.3,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N65.4_Posición,JOYSON, N65.4,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N65.5_Posición,JOYSON, N65.5,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N65.6_Posición,JOYSON, N65.6,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N68.1_Posición,JOYSON, N68.1,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N68.2_Posición,JOYSON, N68.2,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N68.3_Posición,JOYSON, N68.3,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N68.5_Posición,JOYSON, N68.5,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1," N71.1_Posición(UZ)[-0,10]",JOYSON, N71.1,"Posición(UZ)[-0,10]",CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1," N71.2_Posición(UZ)[-0,10]",JOYSON, N71.2,"Posición(UZ)[-0,10]",CAV1,Sistema global de coordenadas
JOYSON_3127672_AB_41049, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
JOYSON_PTCOVER_3141954_AA_CAV1," N71.4_Posición(UZ)[-0,10]",JOYSON, N71.4,"Posición(UZ)[-0,10]",CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N99_Posición,JOYSON, N99,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N126_Posición,JOYSON, N126,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,CAV1,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_CAV1, N12_PosiciónØ,JOYSON, N12,PosiciónØ,CAV1,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_CAV1, N87.2_Perfil de una línea,JOYSON, N87.2,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N106.1_Perfil de una línea,JOYSON, N106.1,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_CAV1, N106.2_Perfil de una línea,JOYSON, N106.2,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_CAV1, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_CAV1, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
SOGEFI_19004_05_1220176F CAV2, N705_ConcentricidadØ,SOGEFI, N705,ConcentricidadØ,nan,CERCLE B
JOYSON_PTCOVER_3141954_AA_CAV1,  N76_Posición,JOYSON,  N76,Posición,CAV1,A B C ROTAT
JOYSON_PTCOVER_3141954_AA_CAV1, N4.1_Posición,JOYSON, N4.1,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N59.1_Posición,JOYSON, N59.1,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N59.3_Posición,JOYSON, N59.3,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N64.11_Posición,JOYSON, N64.11,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N68.4_Posición,JOYSON, N68.4,Posición,CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_M_CAV1_1243053, N64.6_Posición,JOYSON, N64.6,Posición,M_CAV1_1243053,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV1, N87.1_Perfil de una línea,JOYSON, N87.1,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_3127672_AB_9761, N39_Ø,JOYSON, N39,Ø,9761.0,nan
JOYSON_3127672_AB_9761, N40_Ø,JOYSON, N40,Ø,9761.0,nan
JOYSON_3127672_AB_9761," N7,1_∠XY",JOYSON," N7,1",∠XY,nan,nan
JOYSON_3127672_AB_9761, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
JOYSON_3127672_AB_AA," N7,1_∠XY",JOYSON," N7,1",∠XY,nan,nan
JOYSON_3127672_AB_AA, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
JOYSON_PTCOVER_3141954_AA_CAV2 1233032,  N76_Posición,JOYSON,  N76,Posición,CAV2 1233032,A B C ROTAT
SOGEFI_18651-F_3000 CAV 2, N503 / N504_Posición,SOGEFI, N503 / N504,Posición,3000 CAV 2,Sistema global de coordenadas
BROSE_E00104-102_1201971A, N108_Ø,BROSE, N108,Ø,1201971A,nan
SOGEFI_19004_05_1223245 S D, N405_Ø,SOGEFI, N405,Ø,1223245 S D,nan
JOYSON_3130801_AC_11231762, N19.1_∠YZ,JOYSON, N19.1,∠YZ,nan,SC ROTAT
SOGEFI_19004_05_1239553ABAIX, N405_Ø,SOGEFI, N405,Ø,1239553ABAIX,nan
SOGEFI_18651-F_32898 C1, N802_Posición,SOGEFI, N802,Posición,32898 C1,Sistema global de coordenadas
SOGEFI_19004_05_22673 CAV1, N704_Ø,SOGEFI, N704,Ø,22673 CAV1,nan
SOGEFI_19004_05_40688 CV2, N405_Ø,SOGEFI, N405,Ø,40688 CV2,nan
SOGEFI_19004_05_DALT, N405_Ø,SOGEFI, N405,Ø,DALT,nan
JOYSON_3130801_AC_A, N27 DATUM A_Ø,JOYSON, N27 DATUM A,Ø,A,nan
JOYSON_3130801_AC_A, N28.1 C_Perfil de una línea,JOYSON, N28.1 C,Perfil de una línea,nan,Sistema global de coordenadas
SOGEFI_19006_1227570A CV 1, N601 / N603_Ø,SOGEFI, N601 / N603,Ø,1227570A CV 1,nan
JOYSON_PTCOVER_3141954_AA_CAV2 1233032, N122.1_Posición,JOYSON, N122.1,Posición,CAV2 1233032,DATUMS A B C R21º
SOGEFI_19006_33582, N106_Posición,SOGEFI, N106,Posición,33582.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_CAV2 1233032, N122.2_Posición,JOYSON, N122.2,Posición,CAV2 1233032,DATUMS A B C R21º
JOYSON_PTCOVER_3141954_AA_CAV2 1233032, N4.1_Posición,JOYSON, N4.1,Posición,CAV2 1233032,Sistema global de coordenadas
JOYSON_3127672_AB_26006, N39_Ø,JOYSON, N39,Ø,26006.0,nan
BROSE_G44966_101_AJUST, N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,AJUST,Sistema global de coordenadas
BROSE_G44966_101_AJUST, N29_PosiciónØ,BROSE, N29,PosiciónØ,AJUST,Sistema global de coordenadas
SOGEFI_19006_23589CV2, N601 / N603_Ø,SOGEFI, N601 / N603,Ø,23589CV2,nan
BROSE_E00104-102_1200135F, PUNT 14_Δ,BROSE, PUNT 14,Δ,1200135F,nan
JOYSON_3127672_AB_AA, N40_Ø,JOYSON, N40,Ø,AA,nan
JOYSON_3118675_AB_120a," N7,1_∠XY",JOYSON," N7,1",∠XY,nan,nan
BROSE_G44967_101_PROVA, N43.2 SC_Posición,BROSE, N43.2 SC,Posición,PROVA,Sistema global de coordenadas
BROSE_G51042_102_cav 1, N10 SC_Ø,BROSE, N10 SC,Ø,cav 1,nan
BROSE_G51046_101_1226051 A, N15.5_PosiciónØ,BROSE, N15.5,PosiciónØ,1226051 A,Sistema global de coordenadas
BROSE_G51046_101_1226051 FINAL DE LOT , N2_PosiciónØ,BROSE, N2,PosiciónØ,1226051 FINAL DE LOT ,Sistema global de coordenadas
BROSE_G51046_101_1226051 FINAL DE LOT , N39_∠XZ,BROSE, N39,∠XZ,nan,nan
BROSE_G51046_101_1226051 , N15.1_PosiciónØ,BROSE, N15.1,PosiciónØ,1226051.0,Sistema global de coordenadas
BROSE_G51046_101_1226870, N7_PosiciónØ,BROSE, N7,PosiciónØ,1226870.0,Sistema global de coordenadas
BROSE_G51046_101_1227114 INICI LOT, N15.5_PosiciónØ,BROSE, N15.5,PosiciónØ,1227114 INICI LOT,Sistema global de coordenadas
BROSE_G51046_101_1241045, N5_Perfil de una línea,BROSE, N5,Perfil de una línea,nan,Sistema global de coordenadas
BROSE_G51046_101_26051, N9_PosiciónØ,BROSE, N9,PosiciónØ,26051.0,Sistema global de coordenadas
BROSE_G51046_101_A, N41_PosiciónØ,BROSE, N41,PosiciónØ,A,Sistema global de coordenadas
BROSE_G51046_101_A, N2_PosiciónØ,BROSE, N2,PosiciónØ,A,Sistema global de coordenadas
BROSE_G51046_101_A, N7_PosiciónØ,BROSE, N7,PosiciónØ,A,Sistema global de coordenadas
BROSE_G51046_101_A, N9_PosiciónØ,BROSE, N9,PosiciónØ,A,Sistema global de coordenadas
BROSE_G51046_101_A, N15.1_PosiciónØ,BROSE, N15.1,PosiciónØ,A,Sistema global de coordenadas
BROSE_G51046_101_INICI RULL, N38_PosiciónØ,BROSE, N38,PosiciónØ,INICI RULL,Sistema global de coordenadas
BROSE_G51046_101_INICI RULL, N40_PosiciónØ,BROSE, N40,PosiciónØ,INICI RULL,DATUM D
BROSE_G51046_101_INICI RULL, N41_PosiciónØ,BROSE, N41,PosiciónØ,INICI RULL,Sistema global de coordenadas
BROSE_G51046_101_INICI RULL, N2_PosiciónØ,BROSE, N2,PosiciónØ,INICI RULL,Sistema global de coordenadas
BROSE_G51046_101_INICI RULL, N7_PosiciónØ,BROSE, N7,PosiciónØ,INICI RULL,Sistema global de coordenadas
BROSE_G51046_101_PROVA, N39_∠XZ,BROSE, N39,∠XZ,nan,nan
BROSE_G51046_101_MOSTRA NOK, N40_PosiciónØ,BROSE, N40,PosiciónØ,MOSTRA NOK,DATUM D
BROSE_G51046_101_MOSTRA NOK, N41_PosiciónØ,BROSE, N41,PosiciónØ,MOSTRA NOK,Sistema global de coordenadas
BROSE_G51046_101_MOSTRA NOK, N2_PosiciónØ,BROSE, N2,PosiciónØ,MOSTRA NOK,Sistema global de coordenadas
BROSE_G51046_101_PROVA T, N38_PosiciónØ,BROSE, N38,PosiciónØ,PROVA T,Sistema global de coordenadas
BROSE_G51046_101_PROVA T, N40_PosiciónØ,BROSE, N40,PosiciónØ,PROVA T,DATUM D
BROSE_G51046_101_PROVA T, N41_PosiciónØ,BROSE, N41,PosiciónØ,PROVA T,Sistema global de coordenadas
BROSE_G51046_101_PROVA, N5_Perfil de una línea,BROSE, N5,Perfil de una línea,nan,Sistema global de coordenadas
BROSE_G51046_101_PROVA, N12_Perfil de una línea,BROSE, N12,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_3118675_AB_11242206A, N36.1_Posición,JOYSON, N36.1,Posición,11242206A,Sistema global de coordenadas
JOYSON_3118675_AB_11242206A, N36.2_Posición,JOYSON, N36.2,Posición,11242206A,Sistema global de coordenadas
JOYSON_3118675_AB_11578, N36.1_Posición,JOYSON, N36.1,Posición,11578.0,Sistema global de coordenadas
JOYSON_3118675_AB_11578, N36.2_Posición,JOYSON, N36.2,Posición,11578.0,Sistema global de coordenadas
JOYSON_3118675_AB_11578, N30.1 / N40.1_PosiciónØ,JOYSON, N30.1 / N40.1,PosiciónØ,11578.0,Sistema global de coordenadas
JOYSON_3127672_AB_11887, N33.5_Posición,JOYSON, N33.5,Posición,11887.0,Sistema global de coordenadas
JOYSON_3118675_AB_1205441, N38_Ø,JOYSON, N38,Ø,1205441.0,nan
JOYSON_PTCOVER_3141954_AA_1243053CAV2IL, N106.1_Perfil de una línea,JOYSON, N106.1,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_3118675_AB_1206682, N38_Ø,JOYSON, N38,Ø,1206682.0,nan
JOYSON_3118675_AB_15211, N38_Ø,JOYSON, N38,Ø,15211.0,nan
JOYSON_3118675_AB_2, N38_Ø,JOYSON, N38,Ø,2.0,nan
JOYSON_3130801_AC_1240200, N19.1_∠YZ,JOYSON, N19.1,∠YZ,nan,SC ROTAT
JOYSON_3127672_AB_1206682, N39_Ø,JOYSON, N39,Ø,1206682.0,nan
JOYSON_3127672_AB_1207970A, N39_Ø,JOYSON, N39,Ø,1207970A,nan
BROSE_G38989_101_38339 a, N18_Ø,BROSE, N18,Ø,38339 a,nan
JOYSON_3127672_AB_23286, N39_Ø,JOYSON, N39,Ø,23286.0,nan
JOYSON_3127672_AB_2, N39_Ø,JOYSON, N39,Ø,2.0,nan
SOGEFI_19004_05_1241232F, N405_Ø,SOGEFI, N405,Ø,1241232F,nan
SOGEFI_19004_05_1225793 SOTA, N405_Ø,SOGEFI, N405,Ø,1225793 SOTA,nan
SOGEFI_19004_05_33286, N405_Ø,SOGEFI, N405,Ø,33286.0,nan
SOGEFI_19006_23589 CV2, N601 / N603_Ø,SOGEFI, N601 / N603,Ø,23589 CV2,nan
SOGEFI_19006_33582-1, N601 / N603_Ø,SOGEFI, N601 / N603,Ø,33582-1,nan
BROSE_E07498-102_1202122A, ANGLE 7º COTA INFO_∠YZ,BROSE,ANGLE 7 COTA INFO,∠YZ,nan,nan
BROSE_E07498-102_1202122, ANGLE 7º COTA INFO_∠YZ,BROSE,ANGLE 7 COTA INFO,∠YZ,nan,nan
BROSE_E00104-102_1201824A, PUNT 14_Δ,BROSE, PUNT 14,Δ,1201824A,nan
BROSE_E00104-102_1200135A, PUNT 14_Δ,BROSE, PUNT 14,Δ,1200135A,nan
BROSE_E00104-102_1200285A, PUNT 14_Δ,BROSE, PUNT 14,Δ,1200285A,nan
BROSE_E00104-102_1201285A, N204 MP1_Posición,BROSE, N204 MP1,Posición,1201285A,Sistema global de coordenadas
BROSE_E00104-102_1201285A, N204 MP2_Posición,BROSE, N204 MP2,Posición,1201285A,Sistema global de coordenadas
BROSE_E00104-102_1201285A, N206 MP3_Posición,BROSE, N206 MP3,Posición,1201285A,Sistema global de coordenadas
BROSE_E00104-102_1201285A, N206 MP4_Posición,BROSE, N206 MP4,Posición,1201285A,Sistema global de coordenadas
BROSE_E00104-102_1201285A, PUNT 14_Δ,BROSE, PUNT 14,Δ,1201285A,nan
BROSE_E00104-102_1201285A, N108_Ø,BROSE, N108,Ø,1201285A,nan
BROSE_E00104-102_1201825A, PUNT 14_Δ,BROSE, PUNT 14,Δ,1201825A,nan
BROSE_E07498-102_1202122A, N207 MP1_Posición,BROSE, N207 MP1,Posición,1202122A,A B C
BROSE_E07498-102_1202122A, N207 MP2_Posición,BROSE, N207 MP2,Posición,1202122A,A B C
BROSE_E07498-102_1202122, N207 MP1_Posición,BROSE, N207 MP1,Posición,1202122.0,A B C
BROSE_E07498-102_1202122, N207 MP2_Posición,BROSE, N207 MP2,Posición,1202122.0,A B C
BROSE_E07498-102_1202122, N102_Ø,BROSE, N102,Ø,1202122.0,nan
BROSE_E07498-102_1202122, N300.2 / N301.2_Ø,BROSE, N300.2 / N301.2,Ø,1202122.0,nan
BROSE_E07498-102_1202122, N300.1 / N301.1_Ø,BROSE, N300.1 / N301.1,Ø,1202122.0,nan
BROSE_E07498-102_1202122, N300.1 / N301.1_PosiciónØMMR,BROSE, N300.1 / N301.1,PosiciónØMMR,1202122.0,A B C
BROSE_E07498-102_1202122, N300.2 / N301.2_PosiciónØMMR,BROSE, N300.2 / N301.2,PosiciónØMMR,1202122.0,A B C
BROSE_E07498-102_1202122, N300.3 / N301.3_Ø,BROSE, N300.3 / N301.3,Ø,1202122.0,nan
BROSE_E07498-102_1202122, N300.3 / N301.3_PosiciónØMMR,BROSE, N300.3 / N301.3,PosiciónØMMR,1202122.0,A B C
JOYSON_3127672_AB_1224837, N39_Ø,JOYSON, N39,Ø,1224837.0,nan
JOYSON_3127672_AB_1226005, N39_Ø,JOYSON, N39,Ø,1226005.0,nan
JOYSON_3127672_AB_1226869, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
JOYSON_3130800_AC_PRJ_23242, N19.1_∠YZ,JOYSON, N19.1,∠YZ,nan,SC ROTAT
SOGEFI_19004_05_1221344 -, N405_Ø,SOGEFI, N405,Ø,1221344 -,nan
SOGEFI_19004_05_1225795 AD, N405_Ø,SOGEFI, N405,Ø,1225795 AD,nan
SOGEFI_19004_05_1230019FBAIX, N405_Ø,SOGEFI, N405,Ø,1230019FBAIX,nan
SOGEFI_19006_1222814F CAV1, N601 / N603_Ø,SOGEFI, N601 / N603,Ø,1222814F CAV1,nan
SOGEFI_19006_M, N601 / N603_Ø,SOGEFI, N601 / N603,Ø,M,nan
BROSE_G44966_101_AJUST, N8.1_Posición,BROSE, N8.1,Posición,AJUST,Sistema global de coordenadas
BROSE_G44966_101_AJUST, N33_PosiciónØ,BROSE, N33,PosiciónØ,AJUST,Sistema global de coordenadas
BROSE_G44966_101_AJUST, N34_ConcentricidadØ,BROSE, N34,ConcentricidadØ,nan,DATUM F
BROSE_G44966_101_AJUST, N49_PosiciónØ,BROSE, N49,PosiciónØ,AJUST,Sistema global de coordenadas
BROSE_G44966_101_AJUST, N79_PosiciónØ,BROSE, N79,PosiciónØ,AJUST,Sistema global de coordenadas
BROSE_G44966_101_AJUST, N5.1_Posición,BROSE, N5.1,Posición,AJUST,Sistema global de coordenadas
BROSE_G44966_101_AJUST, N5.2_Posición,BROSE, N5.2,Posición,AJUST,Sistema global de coordenadas
BROSE_G44966_101_AJUST, N5.3_Posición,BROSE, N5.3,Posición,AJUST,Sistema global de coordenadas
BROSE_G44966_101_AJUST, N5.4_Posición,BROSE, N5.4,Posición,AJUST,Sistema global de coordenadas
BROSE_G44966_101_AJUST, N8.2_Posición,BROSE, N8.2,Posición,AJUST,Sistema global de coordenadas
BROSE_G44966_101_AJUST, N8.3_Posición,BROSE, N8.3,Posición,AJUST,Sistema global de coordenadas
BROSE_G44966_101_AJUST, N8.4_Posición,BROSE, N8.4,Posición,AJUST,Sistema global de coordenadas
BROSE_G44966_101_AJUST, N76_Perfil de una línea,BROSE, N76,Perfil de una línea,nan,Sistema global de coordenadas
BROSE_G44966_101_A, N27_PosiciónØ,BROSE, N27,PosiciónØ,A,Sistema global de coordenadas
BROSE_G44966_101_A, N37_PosiciónØ,BROSE, N37,PosiciónØ,A,DATUM D
BROSE_G44966_101_A, N38.1_PosiciónØ,BROSE, N38.1,PosiciónØ,A,Sistema global de coordenadas
BROSE_G44966_101_A, N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,A,Sistema global de coordenadas
BROSE_G44966_101_A, N41_PosiciónØ,BROSE, N41,PosiciónØ,A,Sistema global de coordenadas
BROSE_G44966_101_A, N42_PosiciónØ,BROSE, N42,PosiciónØ,A,DATUM E
BROSE_G44966_101_A, N55_PosiciónØ,BROSE, N55,PosiciónØ,A,Sistema global de coordenadas
BROSE_G44966_101_A, N29_PosiciónØ,BROSE, N29,PosiciónØ,A,Sistema global de coordenadas
BROSE_G44966_101_A, N33_PosiciónØ,BROSE, N33,PosiciónØ,A,Sistema global de coordenadas
BROSE_G44966_101_A, N34_ConcentricidadØ,BROSE, N34,ConcentricidadØ,nan,DATUM F
BROSE_G44966_101_C.RULL, N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,C.RULL,Sistema global de coordenadas
BROSE_G44966_101_C.RULL, N41_PosiciónØ,BROSE, N41,PosiciónØ,C.RULL,Sistema global de coordenadas
BROSE_G44966_101_C.RULL, N42_PosiciónØ,BROSE, N42,PosiciónØ,C.RULL,DATUM E
BROSE_G44966_101_C.RULL, N55_PosiciónØ,BROSE, N55,PosiciónØ,C.RULL,Sistema global de coordenadas
BROSE_G44966_101_C.RULL, N29_PosiciónØ,BROSE, N29,PosiciónØ,C.RULL,Sistema global de coordenadas
BROSE_G44966_101_C.RULL, N33_PosiciónØ,BROSE, N33,PosiciónØ,C.RULL,Sistema global de coordenadas
BROSE_G44966_101_C.RULL, N34_ConcentricidadØ,BROSE, N34,ConcentricidadØ,nan,DATUM F
BROSE_G44966_101_C.RULL, N49_PosiciónØ,BROSE, N49,PosiciónØ,C.RULL,Sistema global de coordenadas
BROSE_G44966_101_C.RULL, N79_PosiciónØ,BROSE, N79,PosiciónØ,C.RULL,Sistema global de coordenadas
BROSE_G44966_101_C.RULL, N5.1_Posición,BROSE, N5.1,Posición,C.RULL,Sistema global de coordenadas
BROSE_G44966_101_C.RULL, N5.2_Posición,BROSE, N5.2,Posición,C.RULL,Sistema global de coordenadas
BROSE_G44966_101_C.RULL, N5.3_Posición,BROSE, N5.3,Posición,C.RULL,Sistema global de coordenadas
BROSE_G44966_101_C.RULL, N5.4_Posición,BROSE, N5.4,Posición,C.RULL,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N29_PosiciónØ,BROSE, N29,PosiciónØ,final.lot,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N33_PosiciónØ,BROSE, N33,PosiciónØ,final.lot,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N34_ConcentricidadØ,BROSE, N34,ConcentricidadØ,nan,DATUM F
BROSE_G44966_101_final.lot, N49_PosiciónØ,BROSE, N49,PosiciónØ,final.lot,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N79_PosiciónØ,BROSE, N79,PosiciónØ,final.lot,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N5.1_Posición,BROSE, N5.1,Posición,final.lot,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N5.2_Posición,BROSE, N5.2,Posición,final.lot,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N5.3_Posición,BROSE, N5.3,Posición,final.lot,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N5.4_Posición,BROSE, N5.4,Posición,final.lot,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N8.1_Posición,BROSE, N8.1,Posición,final.lot,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N8.2_Posición,BROSE, N8.2,Posición,final.lot,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N8.3_Posición,BROSE, N8.3,Posición,final.lot,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N8.4_Posición,BROSE, N8.4,Posición,final.lot,Sistema global de coordenadas
BROSE_G44966_101_final.lot, N76_Perfil de una línea,BROSE, N76,Perfil de una línea,nan,Sistema global de coordenadas
BROSE_G44966_101_INICI LOT, N27_PosiciónØ,BROSE, N27,PosiciónØ,INICI LOT,Sistema global de coordenadas
BROSE_G44966_101_INICI LOT, N36_PosiciónØ,BROSE, N36,PosiciónØ,INICI LOT,Sistema global de coordenadas
BROSE_G44966_101_INICI LOT, N37_PosiciónØ,BROSE, N37,PosiciónØ,INICI LOT,DATUM D
BROSE_G44966_101_INICI LOT, N38.1_PosiciónØ,BROSE, N38.1,PosiciónØ,INICI LOT,Sistema global de coordenadas
BROSE_G44966_101_INICI LOT, N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,INICI LOT,Sistema global de coordenadas
BROSE_G44966_101_INICI LOT, N41_PosiciónØ,BROSE, N41,PosiciónØ,INICI LOT,Sistema global de coordenadas
BROSE_G44966_101_INICI LOT, N42_PosiciónØ,BROSE, N42,PosiciónØ,INICI LOT,DATUM E
BROSE_G44966_101_INICI LOT, N55_PosiciónØ,BROSE, N55,PosiciónØ,INICI LOT,Sistema global de coordenadas
BROSE_G44966_101_INICI LOT, N29_PosiciónØ,BROSE, N29,PosiciónØ,INICI LOT,Sistema global de coordenadas
BROSE_G44966_101_INICI LOT, N33_PosiciónØ,BROSE, N33,PosiciónØ,INICI LOT,Sistema global de coordenadas
BROSE_G44966_101_INICI LOT, N34_ConcentricidadØ,BROSE, N34,ConcentricidadØ,nan,DATUM F
BROSE_G44966_101_PECA 2, N5.3_Posición,BROSE, N5.3,Posición,PECA 2,Sistema global de coordenadas
BROSE_G44966_101_PECA 2, N5.4_Posición,BROSE, N5.4,Posición,PECA 2,Sistema global de coordenadas
BROSE_G44966_101_PECA 2, N8.1_Posición,BROSE, N8.1,Posición,PECA 2,Sistema global de coordenadas
BROSE_G44966_101_PECA 2, N8.2_Posición,BROSE, N8.2,Posición,PECA 2,Sistema global de coordenadas
BROSE_G44966_101_PECA 2, N8.3_Posición,BROSE, N8.3,Posición,PECA 2,Sistema global de coordenadas
BROSE_G44966_101_PECA 2, N8.4_Posición,BROSE, N8.4,Posición,PECA 2,Sistema global de coordenadas
